NAME-AREA
"Инклюзивная гончарная мастерская ""Послушная глина"" для детей с ментальными нарушениями в возрасте от 7 до 12 лет"-Поддержка проектов в области культуры и искусства
"Подвиг танкиста - моя история"-Сохранение исторической памяти
Здравствуй, мир!-Поддержка семьи, материнства, отцовства и детства
Ресурсный центр развития БлагоТворительности Марий Эл-Развитие институтов гражданского общества
"""Безграничный мир"": социально-психолого-педагогическая поддержка детей и подростков с ограниченными возможностями здоровья."-Социальное обслуживание, социальная поддержка и защита граждан
"Информационно-правовая и психологическая поддержка осужденных и членов их семей «Взгляд в будущее»"-Защита прав и свобод человека и гражданина, в том числе защита прав заключенных
Право ребенка на родителей в ситуациях конфликтных разводов.-Поддержка семьи, материнства, отцовства и детства
"Фестиваль социально значимых телепрограмм и телефильмов ""Герой нашего времени"""-Поддержка проектов в области культуры и искусства
"«Детский оздоровительно-восстановительный центр «Волшебный мир здоровья»"-Охрана здоровья граждан, пропаганда здорового образа жизни
"Международный лагерь «Россия - Организация Исламского сотрудничества»"-Развитие общественной дипломатии и поддержка соотечественников
"Мама - лучший реабилитолог."-Поддержка семьи, материнства, отцовства и детства
Комплексное сопровождение семей, находящихся в трудной жизненной ситуации, из числа семей, воспитывающих детей, нуждающихся в паллиативной медицинской...-Поддержка семьи, материнства, отцовства и детства
"""Друг в беде не бросит"" (наставничество для детей, оставшихся без попечения родителей)"-Поддержка семьи, материнства, отцовства и детства
Особая забота: поддержка родителей особенных детей-Поддержка семьи, материнства, отцовства и детства
Дорожная безопасность детей-Поддержка семьи, материнства, отцовства и детства
"Грудное вскармливание - подарок на всю жизнь"-Поддержка семьи, материнства, отцовства и детства
"Эпишура - внедрение раздельного сбора отходов в учебных заведениях."-Охрана окружающей среды и защита животных
ТерриторияРоста.Онлайн-Поддержка семьи, материнства, отцовства и детства
Право на помощь в конце жизни: развитие инструментов поддержки неизлечимо больных людей для родственников и специалистов-Охрана здоровья граждан, пропаганда здорового образа жизни
Безопасное детство-Поддержка семьи, материнства, отцовства и детства
Надежный выбор-Охрана здоровья граждан, пропаганда здорового образа жизни
Комплексная психологическая поддержка семей, имеющих ребенка с тяжелым заболеванием или потерявших ребенка-Поддержка семьи, материнства, отцовства и детства
Герои земли Поморской. Они погибли за Беларусь (II этап)-Сохранение исторической памяти
Проект по добровольческому независимому мониторингу состояния зеленых насаждений в парках и скверах города Магнитогорска Крылатый агроном-Охрана окружающей среды и защита животных
"""Особый стиль"" - аквареабилитация неслышащих детей"-Поддержка семьи, материнства, отцовства и детства
"""Нам нужны счастливые родители!"""-Поддержка семьи, материнства, отцовства и детства
Живые истории-Охрана окружающей среды и защита животных
Навигатор в мире профессий-Поддержка проектов в области науки, образования, просвещения
Центр юридической, бухгалтерской помощи и налогового консультирования-Защита прав и свобод человека и гражданина, в том числе защита прав заключенных
Право для третьего возраста (2 этап)-Защита прав и свобод человека и гражданина, в том числе защита прав заключенных
"""ЗАКОНИУМ (бесплатная юридическая помощь и правовое просвещение социально уязвимого населения Рязанской области)"""-Защита прав и свобод человека и гражданина, в том числе защита прав заключенных
Организация развивающего лагеря для подростков-Охрана здоровья граждан, пропаганда здорового образа жизни
"Защита прав социально- незащищенных категорий граждан"-Защита прав и свобод человека и гражданина, в том числе защита прав заключенных
Правовое просвещение граждан, подлежащих призыву на военную службу, и защита прав военнослужащих срочной службы-Защита прав и свобод человека и гражданина, в том числе защита прав заключенных
Мастерская дневной занятости для людей с ментальными нарушениями «В добрый путь»-Социальное обслуживание, социальная поддержка и защита граждан
«Цветок каждому сироте Дона»-Поддержка семьи, материнства, отцовства и детства
ПРО мама-Поддержка семьи, материнства, отцовства и детства
Академия для Настоящих Мужчин-Поддержка семьи, материнства, отцовства и детства
Музей в каждый дом-Поддержка проектов в области культуры и искусства
Вместе мы сильней!-Поддержка семьи, материнства, отцовства и детства
Поход по маршруту боевого пути 1147 Кореновского стрелкового полка-Сохранение исторической памяти
"«Жили-были рыбаки…» (сельский этнокультурный центр как творческое общественное пространство)"-Поддержка проектов в области культуры и искусства
Дело для каждого-Социальное обслуживание, социальная поддержка и защита граждан
Центр взаимопомощи От Сердца к Сердцу-Социальное обслуживание, социальная поддержка и защита граждан
"Молодёжный клуб военно-исторической реконструкции города Читы"-Сохранение исторической памяти
"Дети - детям"-Поддержка проектов в области науки, образования, просвещения
"Проект по социальной адаптации и реабилитации подростков с ментальными нарушениями через практику исторического терапевтического фехтования ""Вместе мы..."-Охрана здоровья граждан, пропаганда здорового образа жизни
"Труба зовёт-2: новая жизнь Старого Усолья"-Сохранение исторической памяти
Раскрываем таланты-Поддержка проектов в области науки, образования, просвещения
Чистый Алтай-Охрана окружающей среды и защита животных
"""Борьба с бедностью через механизмы судебной защиты социальных прав и доступ к правосудию для членов семей погибших российских военнослужащих в услови..."-Защита прав и свобод человека и гражданина, в том числе защита прав заключенных
"""Ресурсная группа в детском саду 2.0"": поддержка родительских сообществ в распространении и реализации инновационных образовательных моделей для детей..."-Поддержка проектов в области науки, образования, просвещения
Повышение квалификации специалистов, работающих с детьми с синдромом Дауна и другими ментальными нарушениями и их семьями-Социальное обслуживание, социальная поддержка и защита граждан
Пластилиновая Академия детской мультипликации-Поддержка проектов в области науки, образования, просвещения
"Мама, Папа, Я - экстремальная семья!"-Поддержка семьи, материнства, отцовства и детства
"От общественной активности к спортивным достижениям - 2"-Охрана здоровья граждан, пропаганда здорового образа жизни
"Сердечный ответ - горячая линия по психологической поддержке семей детей с врожденными пороками сердца"-Социальное обслуживание, социальная поддержка и защита граждан
Региональная добровольческая программа по оказанию адресной социальной помощи населению Тамбовской области-Социальное обслуживание, социальная поддержка и защита граждан
"""ВсёПроСадик"" - онлайн-сопровождение семей с часто болеющими детьми дошкольного возраста, посещающими детский сад."-Охрана здоровья граждан, пропаганда здорового образа жизни
"Волонтерство - стиль жизни!"-Развитие институтов гражданского общества
Профориентационный проект для подростков Нижнетавдинского района-Сохранение исторической памяти
Виртуальный музей художника Константина Васильева-Поддержка проектов в области культуры и искусства
Открытый архив современного уральского искусства. Картографирование-Поддержка проектов в области культуры и искусства
"Информационно-правовой ресурсный центр ""Помощь женщинам"""-Социальное обслуживание, социальная поддержка и защита граждан
Этнокультурный центр Губи Тур-Укрепление межнационального и межрелигиозного согласия
"Сохрани жизнь. Вольерный комплекс для котят-сирот рыси."-Охрана окружающей среды и защита животных
Обучение действием-Защита прав и свобод человека и гражданина, в том числе защита прав заключенных
"Социологическая школа ""Открытые исследования НКО46"""-Поддержка проектов в области науки, образования, просвещения
Дистанционный клуб социальной поддержки семей с детьми с ОВЗ-Социальное обслуживание, социальная поддержка и защита граждан
Путешествие со смыслом-Поддержка семьи, материнства, отцовства и детства
"Юбилейный V Международный фестиваль национального костюма и таланта ""Моя Родина"""-Укрепление межнационального и межрелигиозного согласия
"Экологический социально-образовательный проект ""Эко-обмен"""-Охрана окружающей среды и защита животных
"Формирование информационно-образовательного пространства и медиакультуры лидеров детских объединений Брянской области"-"Поддержка молодежных проектов, реализация которых охватывает виды деятельности, предусмотренные статьей 31 Федерального закона от 12 января 1996 г. № 7-ФЗ «О некоммерческих организациях»"
"""Серебряные"" гиды российской провинции"-Сохранение исторической памяти
Флорбол из детских садов в школы-Охрана здоровья граждан, пропаганда здорового образа жизни
"Открытие Центра духовного и творческого развития детей и молодёжи при Кизильском Симеоно-Анненском женском монастыре"-"Поддержка молодежных проектов, реализация которых охватывает виды деятельности, предусмотренные статьей 31 Федерального закона от 12 января 1996 г. № 7-ФЗ «О некоммерческих организациях»"
"Центр поддержки семьи ""Улыбка"""-Поддержка семьи, материнства, отцовства и детства
Все краски жизни-Поддержка семьи, материнства, отцовства и детства
Шаги навстречу друг другу-Поддержка семьи, материнства, отцовства и детства
Экологическая тропа УРЕНЬГА-Охрана окружающей среды и защита животных
"Просветительский проект ""Как быть эффективным во время и после пандемии""."-Охрана здоровья граждан, пропаганда здорового образа жизни
Продвижение и расширение практики инклюзивного образования детей с расстройством аутистического спектра по модели включения детей с РАС в общеобразова...-Поддержка проектов в области науки, образования, просвещения
"Боксом едины - Мы непобедимы!"-Охрана здоровья граждан, пропаганда здорового образа жизни
Создание ремесленного кластера 50+ в Свердловской области-Социальное обслуживание, социальная поддержка и защита граждан
Подготовка добровольных лесных пожарных-Охрана окружающей среды и защита животных
"Неизведанными тропами Варникенского леса - создание мобильного приложения"-Охрана окружающей среды и защита животных
Ветеринарный госпиталь для пострадавших диких животных-Охрана окружающей среды и защита животных
Социальная платформа для детей и родителей, объединяющая и популяризирующая лучшие произведения отечественной авторской анимации за 30 лет.-Поддержка проектов в области культуры и искусства
"Онлайн-курс ""Мама, я Ангел!"""-Поддержка семьи, материнства, отцовства и детства
«Школа особенного родителя»: программа комплексной домашней реабилитации и дальнейшее расширение географии проекта-Поддержка семьи, материнства, отцовства и детства
Спасти рядового тюленя-Охрана окружающей среды и защита животных
Помни и не забывай...-Сохранение исторической памяти
"Онлайн-конкурс по сказительскому мастерству ""Бабушкины сказки"""-Поддержка проектов в области культуры и искусства
"Эколого-просветительский центр «Сборка»"-Охрана окружающей среды и защита животных
"Этно-телега (Этно-уробо)"-Сохранение исторической памяти
Вектор профессионального роста специалистов ранней помощи-Социальное обслуживание, социальная поддержка и защита граждан
"""ZОЖ"" - молодежный клуб здоровья"-Охрана здоровья граждан, пропаганда здорового образа жизни
Вселенная возможностей-Поддержка проектов в области науки, образования, просвещения
МаМы вместе-Поддержка семьи, материнства, отцовства и детства
Друг для Друга-Охрана окружающей среды и защита животных
Искусство и эмоции-Социальное обслуживание, социальная поддержка и защита граждан
И временный дом для животных должен быть уютным-Охрана окружающей среды и защита животных
Вековой орнамент малой Родины моей: создание телеспектакля по мотивам марийской сказки Детским музыкальным театром «Виктория»-Поддержка проектов в области культуры и искусства
"Создание детского сообщества по профилактике природных и бытовых пожаров ""От спички до катастрофы"" на базе школьных лесничеств"-"Поддержка молодежных проектов, реализация которых охватывает виды деятельности, предусмотренные статьей 31 Федерального закона от 12 января 1996 г. № 7-ФЗ «О некоммерческих организациях»"
"Благотворительная акция для пожилых людей, нуждающихся в адресной помощи во время пандемии ""Тележка Добра в Якутии"""-Социальное обслуживание, социальная поддержка и защита граждан
"Масштабная инновационная шоу-программа для людей с ОВЗ, с использованием современных технологий."-Поддержка проектов в области культуры и искусства
"Лапа друга (качественная адаптация и коррекция когнитивно-поведенческой сферы учащихся начальной и средней школы в условиях повышенного стрессообразов..."-Поддержка проектов в области науки, образования, просвещения
Исламская реинтеграция заключенных 2.0-Защита прав и свобод человека и гражданина, в том числе защита прав заключенных
Потребительский дозор в действии.-Охрана здоровья граждан, пропаганда здорового образа жизни
"Новые задачи - новые решения"-Развитие институтов гражданского общества
«А на Балтике РАСсвет»: расширение образовательных возможностей для детей с РАС в школах Калининградской области-Поддержка проектов в области науки, образования, просвещения
"Инклюзивный проект ""Страна возможностей"""-Поддержка проектов в области культуры и искусства
Шаг до спорта-Охрана здоровья граждан, пропаганда здорового образа жизни
"Огненные перевалы Кавказа -тропами Великой войны"-Сохранение исторической памяти
Территория открытий-Поддержка проектов в области науки, образования, просвещения
ТуАрминг. Будем достойны предков.-Сохранение исторической памяти
"Мобильная служба срочной социальной помощи. Орбита-3."-Социальное обслуживание, социальная поддержка и защита граждан
Театр безопасных дорог-Поддержка семьи, материнства, отцовства и детства
Территория Заботы-Охрана окружающей среды и защита животных
Без срока давности-Сохранение исторической памяти
Двигайся больше — проживешь дольше.-Охрана здоровья граждан, пропаганда здорового образа жизни
Кронштадт. 1921. – 100 лет в памяти города и горожан-Сохранение исторической памяти
Взлётка-Охрана окружающей среды и защита животных
Настоящие мужчины-Сохранение исторической памяти
"ЭКОПАТРУЛЬ HardSkills: обучение способных и мотивированных подростков 13-15 лет из малообеспеченных семей специальным профессиональным навыкам и умени..."-Поддержка проектов в области науки, образования, просвещения
"Сталинград 42-43"-Сохранение исторической памяти
"Школьная площадка "" Геометрическая площадка"""-Поддержка проектов в области науки, образования, просвещения
Профориентационный интенсив-Поддержка проектов в области науки, образования, просвещения
"Мы вместе ! Психологическая поддержка пожилых людей 70+ в период пандемии Covid-19."-Социальное обслуживание, социальная поддержка и защита граждан
"Авиационная школа онлайн - ""уЛётная Жизнь"""-"Поддержка молодежных проектов, реализация которых охватывает виды деятельности, предусмотренные статьей 31 Федерального закона от 12 января 1996 г. № 7-ФЗ «О некоммерческих организациях»"
"""Созидание сердец"": формирование социальных активностей у студенческой молодежи светских и духовных образовательных организаций"-"Поддержка молодежных проектов, реализация которых охватывает виды деятельности, предусмотренные статьей 31 Федерального закона от 12 января 1996 г. № 7-ФЗ «О некоммерческих организациях»"
Детский парусный клуб Капитана Джека-Охрана здоровья граждан, пропаганда здорового образа жизни
"Программа консультационной и психологической поддержки людей, проходящих лечение от рака крови, и их близких ""Равные консультанты"", реализуемая в рамк..."-Социальное обслуживание, социальная поддержка и защита граждан
Горный патруль-Охрана здоровья граждан, пропаганда здорового образа жизни
Приверженность-Охрана здоровья граждан, пропаганда здорового образа жизни
Хоккей детям поселений Советского района!-Охрана здоровья граждан, пропаганда здорового образа жизни
Югорская миля-Охрана здоровья граждан, пропаганда здорового образа жизни
Другой путь-Социальное обслуживание, социальная поддержка и защита граждан
Краски жизни Волжского приюта «Островок надежды»-Охрана окружающей среды и защита животных
Дом для друзей-Охрана окружающей среды и защита животных
"Комплекс занятий для старшего поколения ""Развиваемся Онлайн"""-Социальное обслуживание, социальная поддержка и защита граждан
Дом удивительных людей. Тренировочное и диагностическое сопровождаемое проживание взрослых и подростков с ограниченными возможностями здоровья и разви...-Охрана здоровья граждан, пропаганда здорового образа жизни
Моя семейная история. Открытый генеалогический онлайн курс для школьников-Сохранение исторической памяти
#Ядизайнер. Школа юных модельеров.-Социальное обслуживание, социальная поддержка и защита граждан
Дорогою добра-Охрана окружающей среды и защита животных
"""Славян наследие сохраним"""-Выявление и поддержка молодых талантов в области культуры и искусства
Проектная мастерская-Развитие институтов гражданского общества
"Цикл радиопрограмм ""Дело Дня. Регионы"""-Социальное обслуживание, социальная поддержка и защита граждан
Развитие социального предпринимательства на территории Тверской области-Развитие институтов гражданского общества
"Комплексная программа психолого-досуговой поддержки детей – НЕЗАВИСИМО."-Охрана здоровья граждан, пропаганда здорового образа жизни
Реабилитация:Практика-Социальное обслуживание, социальная поддержка и защита граждан
"Гилель - культурные центры поддержки еврейского молодежного сообщества"-"Поддержка молодежных проектов, реализация которых охватывает виды деятельности, предусмотренные статьей 31 Федерального закона от 12 января 1996 г. № 7-ФЗ «О некоммерческих организациях»"
"Проект профилактики лёгочных заболеваний для детей из группы риска ""Дыши!"""-Охрана здоровья граждан, пропаганда здорового образа жизни
Будем здоровы-Охрана здоровья граждан, пропаганда здорового образа жизни
"Век живи - век учись"-Социальное обслуживание, социальная поддержка и защита граждан
"Шелота -точка притяжения. Развитие."-Поддержка проектов в области культуры и искусства
"Открытый кубок СНГ по настольному теннису для слепых ""Территория счастья"""-Охрана здоровья граждан, пропаганда здорового образа жизни
"""ВИЧ: раннее выявление и лечение, групп высокого риска"""-Социальное обслуживание, социальная поддержка и защита граждан
Интерактивный медиаобразовательный проект «Герои вне времени»-Сохранение исторической памяти
"Ахтуба - сестрица Волги"-Поддержка проектов в области культуры и искусства
"«Разработка развивающих пространств (на территории) для детей с ОВЗ, в том числе с РАС, в школе-интернате, и внедрение ранее разработанных зон разгруз..."-"Поддержка молодежных проектов, реализация которых охватывает виды деятельности, предусмотренные статьей 31 Федерального закона от 12 января 1996 г. № 7-ФЗ «О некоммерческих организациях»"
"Проект ""Помощь ближе"""-Охрана здоровья граждан, пропаганда здорового образа жизни
"Музыкально-просветительский проект ""Звучащая история России"""-Поддержка проектов в области культуры и искусства
Стратегия семейного творчества-Поддержка семьи, материнства, отцовства и детства
Дорогами памяти и поиска: остановленный блицкриг-Сохранение исторической памяти
Лес у дома-Охрана окружающей среды и защита животных
"Школа социального знания для волонтеров ""Второе дыхание""."-Развитие институтов гражданского общества
Школа социального аниматорства-"Поддержка молодежных проектов, реализация которых охватывает виды деятельности, предусмотренные статьей 31 Федерального закона от 12 января 1996 г. № 7-ФЗ «О некоммерческих организациях»"
Сахалинская игра-Поддержка проектов в области науки, образования, просвещения
"Волонтерский коворкинг ""Стремянка"" в городе Надым"-"Поддержка молодежных проектов, реализация которых охватывает виды деятельности, предусмотренные статьей 31 Федерального закона от 12 января 1996 г. № 7-ФЗ «О некоммерческих организациях»"
Сибирский тракт в миниатюре-Сохранение исторической памяти
Объединение усилий религиозных организаций России, направленных на защиту религиозной свободы, развитие межрелигиозного диалога и укрепление сотруднич...-Укрепление межнационального и межрелигиозного согласия
"Служба ""Социальный ангел"": цифровой пилотный проект в городе Омске, содействующий эффективной реализации прав беременных женщин и семей с детьми на по..."-Поддержка семьи, материнства, отцовства и детства
"""Пьедестал Победы"""-Сохранение исторической памяти
Надежда нужна всем!-Охрана здоровья граждан, пропаганда здорового образа жизни
Территория добра-Социальное обслуживание, социальная поддержка и защита граждан
Создание постоянно действующего драматического репертуарного Молодежного театра – студии «Добрые люди» в Еврейской автономной области (третий этап)-"Поддержка молодежных проектов, реализация которых охватывает виды деятельности, предусмотренные статьей 31 Федерального закона от 12 января 1996 г. № 7-ФЗ «О некоммерческих организациях»"
"""Цифровая"" независимость, как фактор сохранения качества жизни пожилых людей в период пандемии"-Социальное обслуживание, социальная поддержка и защита граждан
Формирование кадрового резерва для управления социальными проектами культурных индустрий в регионах «ART TEAM»-Поддержка проектов в области культуры и искусства
"От народной инициативы шествия Бессмертного полка - к семейной традиции: опыт сохранения семейной памяти как форма патриотического воспитания и платфо..."-Сохранение исторической памяти
"""Теплоход ""Армения"". Вспомнить всех"""-Сохранение исторической памяти
"Фестиваль-форум «Российская креативная неделя» / Russian Creative Week"-Поддержка проектов в области культуры и искусства
Межрегиональный клуб лидеров «Будущее Кавказа»-Поддержка проектов в области науки, образования, просвещения
"Создание ремесленно-фольклорного православного клуба дневного пребывания ""Сохраняя традиции - Сохраним себя"""-Поддержка проектов в области культуры и искусства
ОТ СТАРТОВ НАДЕЖД К ГТО-Охрана здоровья граждан, пропаганда здорового образа жизни
Школа подготовки руководителей студенческих отрядов Свердловской области-"Поддержка молодежных проектов, реализация которых охватывает виды деятельности, предусмотренные статьей 31 Федерального закона от 12 января 1996 г. № 7-ФЗ «О некоммерческих организациях»"
Организация открытой городской площадки X международного фестиваля джазовой музыки Jazz May Penza 2021-Поддержка проектов в области культуры и искусства
"Образовательный медиапроект ""Минуты Чтения"""-Развитие общественной дипломатии и поддержка соотечественников
"Создание творческо-образовательной среды ""Школа казачьей культуры ""Станица Ивнянская"""-Сохранение исторической памяти
Молодежный лагерь «Финансовая грамотность»-"Поддержка молодежных проектов, реализация которых охватывает виды деятельности, предусмотренные статьей 31 Федерального закона от 12 января 1996 г. № 7-ФЗ «О некоммерческих организациях»"
"Учебный фильм ""Как сделать традиционные крыловидные гусли""."-Поддержка проектов в области культуры и искусства
Защита социальных, трудовых прав граждан и малого бизнеса-Защита прав и свобод человека и гражданина, в том числе защита прав заключенных
"Семейный оазис ""Вишневый парк"""-Охрана здоровья граждан, пропаганда здорового образа жизни
Место притяжения-Поддержка проектов в области культуры и искусства
Всероссийский фестиваль школьных хоров «Поют дети России»-Поддержка проектов в области культуры и искусства
"Цикл международных исторических школ для иностранных студентов, обучающихся в России, и молодых зарубежных историков-русистов"-Развитие общественной дипломатии и поддержка соотечественников
"Всероссийский специальный конкурсно-образовательный проект для школьников #Домашка"-Развитие институтов гражданского общества
"Приход - сердце района!"-Социальное обслуживание, социальная поддержка и защита граждан
"Культурно-исторический проект, посвященный 750-летию со дня рождения святого великого благоверного князя Михаила Ярославича Тверского"-Сохранение исторической памяти
"ЗОЛОТЫЕ КУПОЛА туристическая привлекательность городов и вовлечение молодежи в развитие территорий - флагманы ресурсного состояния регионов"-"Поддержка молодежных проектов, реализация которых охватывает виды деятельности, предусмотренные статьей 31 Федерального закона от 12 января 1996 г. № 7-ФЗ «О некоммерческих организациях»"
